model_id	cell_line	prediction_path	prediction_sha256	table_readable	first_column	n_targets	n_genes	duplicate_targets	manifest_path	manifest_exists	contract_pass	validation_exists	old_audit_exists	revision_rescore_eligible	completion_call	failure_reason
cellot_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/cellot_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	adf36a2d545c72f109d31f5e5a4c936e13925c3abf7911de6c64aa2c59b941f9	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/cellot_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	4161c656e376e52fbcd9cdf461b7299e09b6ef01add8c7243c8cd2b36cc60777	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_sens_iter100_seed1	HCC1143	data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter100_seed1/HCC1143/predicted_shift.tsv.gz	1b980eda287dcb5ee88b808bdee61bb86ed4742ebf16ad0d1534ba94aa8245d7	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_sens_iter100_seed1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_sens_iter100_seed1	HCC38	data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter100_seed1/HCC38/predicted_shift.tsv.gz	2fdc8aa56ba4fc6a17f2c61593f20dc03ce6c7db8471d994aea02014628ac311	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_sens_iter100_seed1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_sens_iter200_seed2	HCC1143	data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter200_seed2/HCC1143/predicted_shift.tsv.gz	9a512b3a8d211372fdbb66ce6b2bd66419516e1e4637a6a881ea68f3144b9cb7	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_sens_iter200_seed2/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_sens_iter200_seed2	HCC38	data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter200_seed2/HCC38/predicted_shift.tsv.gz	203eaff96365b3aa741aacd78d14cf5415c33489d3afd254321ad932f3f6643a	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_sens_iter200_seed2/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_sens_iter500_seed1_full	HCC1143	data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter500_seed1_full/HCC1143/predicted_shift.tsv.gz	cb3be49da7fb9ec591486fc1f6b6bd9ececf10d171d4497b9e58b37f86fe1a6b	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_sens_iter500_seed1_full/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cellot_hcc_sens_iter500_seed1_full	HCC38	data/predictions/hcc_scorer_ready/cellot_hcc_sens_iter500_seed1_full/HCC38/predicted_shift.tsv.gz	1906fe87ba6385e7c7bf8126f01d6b1770f7246bd0e782f6fe9000d53bcc44ac	true	target_gene	47	47	0	reports/hcc_prediction_contract/cellot_hcc_sens_iter500_seed1_full/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cpa_hcc_sens_e200_latent32_seed1	HCC1143	data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent32_seed1/HCC1143/predicted_shift.tsv.gz	89852d11fe27ab6cd1a9222f2a2e96cddf9400d31fcaca891c1f89c7ec6a750c	true	target_gene	47	47	0	reports/hcc_prediction_contract/cpa_hcc_sens_e200_latent32_seed1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cpa_hcc_sens_e200_latent32_seed1	HCC38	data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent32_seed1/HCC38/predicted_shift.tsv.gz	cfcbd9f5579054b6dc54858c6590ccc4a45f5bd37341e4be3e09bf9df72fa8d3	true	target_gene	47	47	0	reports/hcc_prediction_contract/cpa_hcc_sens_e200_latent32_seed1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cpa_hcc_sens_e200_latent64_seed2	HCC1143	data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent64_seed2/HCC1143/predicted_shift.tsv.gz	ec46ed731e3985e85420022910e7b487415448e349de1448ea1e068ef83f34f4	true	target_gene	47	47	0	reports/hcc_prediction_contract/cpa_hcc_sens_e200_latent64_seed2/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cpa_hcc_sens_e200_latent64_seed2	HCC38	data/predictions/hcc_scorer_ready/cpa_hcc_sens_e200_latent64_seed2/HCC38/predicted_shift.tsv.gz	3d7289e52af69a05f8783e94df3ac9a783b84ccaec69cff997b6bd5c2015b55c	true	target_gene	47	47	0	reports/hcc_prediction_contract/cpa_hcc_sens_e200_latent64_seed2/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cpa_v0.8.8	HCC1143	data/predictions/hcc_scorer_ready/cpa_v0.8.8/HCC1143/predicted_shift.tsv.gz	f8695b57bc78832647c12cba9f3b255b2f4c102fd63037b63ce7c6e19749178d	true	target_gene	47	47	0	reports/hcc_prediction_contract/cpa_v0.8.8/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
cpa_v0.8.8	HCC38	data/predictions/hcc_scorer_ready/cpa_v0.8.8/HCC38/predicted_shift.tsv.gz	b3feec83b9318e297583b6ee3c39b7c13e06c0eaaf71c9769a116c2ee3423699	true	target_gene	47	47	0	reports/hcc_prediction_contract/cpa_v0.8.8/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	ce1aecc47262a3afef2bc86e72b050bae72478ee92b5c1b7f81d63a317c3e5ab	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	f6e24e099edb022244ac52c3c782fe2bff03d495787e6ffbb849c0403f47a2df	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC1143	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz	e0213a8488749afc7bec4226c37ec9b51d9bc04f63c599fced389e7bf79eeb37	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e20_lr1e-03_wd1e-06	HCC38	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC38/predicted_shift.tsv.gz	cd63e3e5716b9e8d7694e39e42fc1b8731484c5228658233f9453e86dc887367	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e20_lr1e-03_wd1e-06/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC1143	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC1143/predicted_shift.tsv.gz	d38206ebf366c310685166b82b2de2caab9e10e5cff6f46c6d77184d3faa5b8a	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e30_lr1e-03_wd1e-05	HCC38	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC38/predicted_shift.tsv.gz	de46443d01b70ef07c55e0e70e63fd7a6672d2d3c73f54d5046dc4fcb5e96d69	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e30_lr1e-03_wd1e-05/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC1143	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz	9e2b430d178f6c3784fa5a4e38e7bf9c938153e890ac392e800d9448937840cf	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e30_lr2e-03_wd1e-06	HCC38	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC38/predicted_shift.tsv.gz	659372a0054b0aad381d74e6591f43f4f737c31c56d0027871c582160609f9d6	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e30_lr2e-03_wd1e-06/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC1143	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC1143/predicted_shift.tsv.gz	8731893d6db75fbf2922c36113347a75ca867afd0af11d9e43983d68efacaf46	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e30_lr5e-04_wd1e-06	HCC38	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC38/predicted_shift.tsv.gz	5d3f1f583ceec9ca448f66f6a12cce37e349ba5e26cf820651963c4577658bb9	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e30_lr5e-04_wd1e-06/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC1143	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC1143/predicted_shift.tsv.gz	3f474c8032cebb94645474d5b174182dfbfbe3b395393c911342608da633b126	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
gears_hcc_formal_v1_e40_lr1e-03_wd1e-06	HCC38	data/predictions/hcc_scorer_ready/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC38/predicted_shift.tsv.gz	5023746280f0db6b92c50bf6985a3fa663162819939a3bb10f2e684d3d55d23a	true	target_gene	47	47	0	reports/hcc_prediction_contract/gears_hcc_formal_v1_e40_lr1e-03_wd1e-06/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
geneformer_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/geneformer_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	2abd50a0a5843c83ca60cfb679242cf05e798f4fca877a3e34f58d638c026d5d	true	target_gene	47	47	0	reports/hcc_prediction_contract/geneformer_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	false	true	valid_for_rescore	none
geneformer_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/geneformer_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	b083f38585ef88be27bb978159a519919cb6f859e85338ad53053303fa36c09e	true	target_gene	47	47	0	reports/hcc_prediction_contract/geneformer_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	false	true	valid_for_rescore	none
lm_g_geneformer_ridge_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/lm_g_geneformer_ridge_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	f96020dcacc734dddd5bcc5e583ed1a430c370967a786b6bdb6ae3be39095c4f	true	target_gene	47	47	0	reports/hcc_prediction_contract/lm_g_geneformer_ridge_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
lm_g_geneformer_ridge_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/lm_g_geneformer_ridge_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	7c737fe16da8648358238dc72bada9983206c5d9d3e2c88f0f5d55554d99fe46	true	target_gene	47	47	0	reports/hcc_prediction_contract/lm_g_geneformer_ridge_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
lm_g_scgpt_ridge_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/lm_g_scgpt_ridge_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	7335bcbd4a60a26f4363e58471855c17273c3a69cca46d0c06984cd56a59232d	true	target_gene	47	47	0	reports/hcc_prediction_contract/lm_g_scgpt_ridge_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
lm_g_scgpt_ridge_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/lm_g_scgpt_ridge_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	9e22aefc51a9e60b66ff083da4e42368efd635c6af35b62bfdb5499f9b056023	true	target_gene	47	47	0	reports/hcc_prediction_contract/lm_g_scgpt_ridge_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
lm_train_lowrank_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/lm_train_lowrank_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	5145a3ba8f3da1e3fe70810486c04685fb69792102bf11aacbbde052548d9b5d	true	target_gene	47	47	0	reports/hcc_prediction_contract/lm_train_lowrank_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
lm_train_lowrank_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/lm_train_lowrank_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	76595c8d8d3ad45feffad91b9039168cb26d86c0769dc21c43c371f065e30bf3	true	target_gene	47	47	0	reports/hcc_prediction_contract/lm_train_lowrank_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
null_model	HCC1143	data/predictions/hcc_scorer_ready/null_model/HCC1143/predicted_shift.tsv.gz	7b30fce1958afffa972936f0550b5ed33031adb035a40537085238c4bb3c4689	true	target_gene	47	47	0	reports/hcc_prediction_contract/null_model/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
null_model	HCC38	data/predictions/hcc_scorer_ready/null_model/HCC38/predicted_shift.tsv.gz	2b3194d7906ccb8f9a6ca106a6b9e6af56deeabc561c04a42c40c6817f11a0eb	true	target_gene	47	47	0	reports/hcc_prediction_contract/null_model/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgen_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/scgen_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	c00cc60f93f4bc45ddb71efe7975d652dcd6ecd4e2104b844e3c15e7d9493aba	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgen_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgen_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/scgen_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	d88aaff5d16fc447c16b1ff79737c36b01c5886dc92de28bae626cfee7457941	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgen_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgen_hcc_sens_e100_seed2	HCC1143	data/predictions/hcc_scorer_ready/scgen_hcc_sens_e100_seed2/HCC1143/predicted_shift.tsv.gz	591db97fe755dd50ade76e2193f4aac713aaef36a1b733286331aeba794464eb	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgen_hcc_sens_e100_seed2/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgen_hcc_sens_e100_seed2	HCC38	data/predictions/hcc_scorer_ready/scgen_hcc_sens_e100_seed2/HCC38/predicted_shift.tsv.gz	d3a58ef4e7be851c81e52cd0b8b924da2b5da5eafe41153b71e22ed50f03fb07	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgen_hcc_sens_e100_seed2/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgen_hcc_sens_e60_seed1	HCC1143	data/predictions/hcc_scorer_ready/scgen_hcc_sens_e60_seed1/HCC1143/predicted_shift.tsv.gz	b29c1bbdd4cb26373d96f2831325104d5f9bf332220a00503bf4d19dfccbe789	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgen_hcc_sens_e60_seed1/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgen_hcc_sens_e60_seed1	HCC38	data/predictions/hcc_scorer_ready/scgen_hcc_sens_e60_seed1/HCC38/predicted_shift.tsv.gz	adab1f015fd7173d2cead3ebba4f3fac423588b7ba25ab990d19723e6fd41e57	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgen_hcc_sens_e60_seed1/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
scgpt_hcc_formal_v1	HCC1143	data/predictions/hcc_scorer_ready/scgpt_hcc_formal_v1/HCC1143/predicted_shift.tsv.gz	ba7c5159a50701924cd127d470f31520e0825cfb7fd4065ea30d6bb813b53fc1	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgpt_hcc_formal_v1/HCC1143/prediction_manifest.json	true	true	true	false	true	valid_for_rescore	none
scgpt_hcc_formal_v1	HCC38	data/predictions/hcc_scorer_ready/scgpt_hcc_formal_v1/HCC38/predicted_shift.tsv.gz	6700c257ae263b4ad4160093cef946a77b250090642e962fdf0f7c0cd41d4d43	true	target_gene	47	47	0	reports/hcc_prediction_contract/scgpt_hcc_formal_v1/HCC38/prediction_manifest.json	true	true	true	false	true	valid_for_rescore	none
shared_mean_baseline	HCC1143	data/predictions/hcc_scorer_ready/shared_mean_baseline/HCC1143/predicted_shift.tsv.gz	a367bf5953e29a2096b1ad3785520ca1fb096b741a565539d0edbe87629b3f61	true	target_gene	47	47	0	reports/hcc_prediction_contract/shared_mean_baseline/HCC1143/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
shared_mean_baseline	HCC38	data/predictions/hcc_scorer_ready/shared_mean_baseline/HCC38/predicted_shift.tsv.gz	041d4e995635f10a9abb138fd01a952b343a4b7f67e03c10adfcf51476a995a1	true	target_gene	47	47	0	reports/hcc_prediction_contract/shared_mean_baseline/HCC38/prediction_manifest.json	true	true	true	true	true	valid_for_rescore	none
